Genotype,gHat,log2vol,Fix,P1,P2
SAM351xSAM358,19.960444155,-9,1,SAM351,SAM358
SAM335xSAM362,19.9608127985,-9,1,SAM335,SAM362
SAM372xSAM374,19.9613042602,-9,1,SAM372,SAM374
SAM329xSAM378,19.961560848,-9,1,SAM329,SAM378
SAM329xSAM367,19.9625054876,-9,1,SAM329,SAM367
SAM344xSAM372,19.9625896139,-9,1,SAM344,SAM372
SAM347xSAM378,19.9630499164,-9,1,SAM347,SAM378
SAM334xSAM381,19.9631469397,-9,1,SAM334,SAM381
SAM361xSAM363,19.9635903312,-9,1,SAM361,SAM363
SAM348xSAM361,19.9636786308,-9,1,SAM348,SAM361
SAM341xSAM352,19.9638258999,-9,1,SAM341,SAM352
SAM347xSAM367,19.96399389,-9,1,SAM347,SAM367
SAM332xSAM372,19.964008387,-9,1,SAM332,SAM372
SAM353xSAM357,19.9651410969,-9,1,SAM353,SAM357
SAM357xSAM365,19.9651895825,-9,1,SAM357,SAM365
SAM334xSAM356,19.9655653022,-9,1,SAM334,SAM356
SAM337xSAM361,19.9655974003,-9,1,SAM337,SAM361
SAM329xSAM352,19.96614032594,-9,1,SAM329,SAM352
SAM357xSAM373,19.96625958925,-9,1,SAM357,SAM373
SAM357xSAM369,19.96639257745,-9,1,SAM357,SAM369
SAM355xSAM372,19.96650537179,-9,1,SAM355,SAM372
SAM349xSAM372,19.96688439028,-9,1,SAM349,SAM372
SAM330xSAM362,19.96697772277,-9,1,SAM330,SAM362
SAM331xSAM378,19.96740989742,-9,1,SAM331,SAM378
SAM347xSAM352,19.96763000155,-9,1,SAM347,SAM352
SAM331xSAM367,19.96835373139,-9,1,SAM331,SAM367
SAM357xSAM358,19.9689714064,-9,1,SAM357,SAM358
SAM335xSAM377,19.96908424219,-9,1,SAM335,SAM377
SAM343xSAM353,19.96928853012,-9,1,SAM343,SAM353
SAM351xSAM372,19.96928904934,-9,1,SAM351,SAM372
SAM343xSAM365,19.96933674656,-9,1,SAM343,SAM365
SAM361xSAM374,19.96973483666,-9,1,SAM361,SAM374
SAM354xSAM360,19.96984336368,-9,1,SAM354,SAM360
SAM341xSAM381,19.97020259995,-9,1,SAM341,SAM381
SAM343xSAM373,19.9704073284,-9,1,SAM343,SAM373
SAM343xSAM369,19.97054002231,-9,1,SAM343,SAM369
SAM360xSAM379,19.97071011441,-9,1,SAM360,SAM379
SAM344xSAM361,19.97102032073,-9,1,SAM344,SAM361
SAM354xSAM379,19.97124832153,-9,1,SAM354,SAM379
SAM353xSAM364,19.97127496667,-9,1,SAM353,SAM364
SAM364xSAM365,19.97132311558,-9,1,SAM364,SAM365
SAM339xSAM360,19.97197350167,-9,1,SAM339,SAM360
SAM331xSAM352,19.97198941379,-9,1,SAM331,SAM352
SAM364xSAM373,19.97239348578,-9,1,SAM364,SAM373
SAM332xSAM361,19.97243946471,-9,1,SAM332,SAM361
SAM339xSAM354,19.97251192114,-9,1,SAM339,SAM354
SAM329xSAM381,19.97251715471,-9,1,SAM329,SAM381
SAM364xSAM369,19.97252632032,-9,1,SAM364,SAM369
SAM341xSAM356,19.97262077575,-9,1,SAM341,SAM356
SAM343xSAM358,19.97311833367,-9,1,SAM343,SAM358
SAM339xSAM379,19.97337918758,-9,1,SAM339,SAM379
SAM347xSAM381,19.97400619701,-9,1,SAM347,SAM381
SAM336xSAM353,19.97421012464,-9,1,SAM336,SAM353
SAM336xSAM365,19.9742588391,-9,1,SAM336,SAM365
SAM329xSAM356,19.974935310373,-9,1,SAM329,SAM356
SAM355xSAM361,19.974936131275,-9,1,SAM355,SAM361
SAM358xSAM364,19.975104796064,-9,1,SAM358,SAM364
SAM330xSAM377,19.975249169864,-9,1,SAM330,SAM377
SAM349xSAM361,19.975314951622,-9,1,SAM349,SAM361
SAM336xSAM373,19.975328894045,-9,1,SAM336,SAM373
SAM336xSAM369,19.975461949336,-9,1,SAM336,SAM369
SAM335xSAM378,19.97631419625,-9,1,SAM335,SAM378
SAM347xSAM356,19.976424826487,-9,1,SAM347,SAM356
SAM360xSAM363,19.976795681057,-9,1,SAM360,SAM363
SAM348xSAM360,19.97688386409,-9,1,SAM348,SAM360
SAM335xSAM367,19.97725844739,-9,1,SAM335,SAM367
SAM354xSAM363,19.9773335277,-9,1,SAM354,SAM363
SAM348xSAM354,19.97742177855,-9,1,SAM348,SAM354
SAM351xSAM361,19.97771981924,-9,1,SAM351,SAM361
SAM357xSAM372,19.97781568725,-9,1,SAM357,SAM372
SAM336xSAM358,19.97804126452,-9,1,SAM336,SAM358
SAM363xSAM379,19.9782010215,-9,1,SAM363,SAM379
SAM348xSAM379,19.97828888154,-9,1,SAM348,SAM379
SAM331xSAM381,19.97836620879,-9,1,SAM331,SAM381
SAM337xSAM360,19.97880232783,-9,1,SAM337,SAM360
SAM337xSAM354,19.9793404374,-9,1,SAM337,SAM354
SAM339xSAM363,19.97946421925,-9,1,SAM339,SAM363
SAM339xSAM348,19.97955254169,-9,1,SAM339,SAM348
SAM337xSAM379,19.98020757857,-9,1,SAM337,SAM379
SAM331xSAM356,19.9807841506,-9,1,SAM331,SAM356
SAM335xSAM352,19.98089359125,-9,1,SAM335,SAM352
SAM337xSAM339,19.98147104943,-9,1,SAM337,SAM339
SAM343xSAM372,19.98196293629,-9,1,SAM343,SAM372
SAM330xSAM378,19.98247939704,-9,1,SAM330,SAM378
SAM360xSAM374,19.98294024758,-9,1,SAM360,SAM374
SAM350xSAM353,19.98325020896,-9,1,SAM350,SAM353
SAM350xSAM365,19.98329835927,-9,1,SAM350,SAM365
SAM330xSAM367,19.98342325894,-9,1,SAM330,SAM367
SAM354xSAM374,19.98347821349,-9,1,SAM354,SAM374
SAM333xSAM353,19.9839415623,-9,1,SAM333,SAM353
SAM364xSAM372,19.98394956423,-9,1,SAM364,SAM372
SAM333xSAM365,19.98398967815,-9,1,SAM333,SAM365
SAM344xSAM360,19.98422535119,-9,1,SAM344,SAM360
SAM374xSAM379,19.98434547038,-9,1,SAM374,SAM379
SAM350xSAM373,19.98436858581,-9,1,SAM350,SAM373
SAM348xSAM363,19.98437419982,-9,1,SAM348,SAM363
SAM350xSAM369,19.98450195027,-9,1,SAM350,SAM369
SAM344xSAM354,19.98476344889,-9,1,SAM344,SAM354
SAM333xSAM373,19.98506006581,-9,1,SAM333,SAM373
SAM333xSAM369,19.98519241327,-9,1,SAM333,SAM369
SAM339xSAM374,19.98560848722,-9,1,SAM339,SAM374
SAM344xSAM379,19.98563067598,-9,1,SAM344,SAM379
SAM332xSAM360,19.98564427515,-9,1,SAM332,SAM360
SAM362xSAM370,19.9858956559,-9,1,SAM362,SAM370
SAM332xSAM354,19.9861823198,-9,1,SAM332,SAM354
SAM357xSAM361,19.9862462159,-9,1,SAM357,SAM361
SAM337xSAM363,19.9862926349,-9,1,SAM337,SAM363
SAM337xSAM348,19.9863807744,-9,1,SAM337,SAM348
SAM336xSAM372,19.9868848834,-9,1,SAM336,SAM372
SAM339xSAM344,19.9868940989,-9,1,SAM339,SAM344
SAM332xSAM379,19.9870495292,-9,1,SAM332,SAM379
SAM330xSAM352,19.9870585183,-9,1,SAM330,SAM352
SAM350xSAM358,19.987080098,-9,1,SAM350,SAM358
SAM335xSAM381,19.9872704324,-9,1,SAM335,SAM381
SAM333xSAM358,19.9877710173,-9,1,SAM333,SAM358
SAM355xSAM360,19.9881413149,-9,1,SAM355,SAM360
SAM332xSAM339,19.9883130228,-9,1,SAM332,SAM339
SAM349xSAM360,19.9885200028,-9,1,SAM349,SAM360
SAM354xSAM355,19.9886793297,-9,1,SAM354,SAM355
SAM349xSAM354,19.9890581032,-9,1,SAM349,SAM354
SAM355xSAM379,19.9895465791,-9,1,SAM355,SAM379
SAM335xSAM356,19.9896886803,-9,1,SAM335,SAM356
SAM349xSAM379,19.9899255045,-9,1,SAM349,SAM379
SAM343xSAM361,19.990393983,-9,1,SAM343,SAM361
SAM334xSAM353,19.9904102151,-9,1,SAM334,SAM353
SAM363xSAM374,19.9904307004,-9,1,SAM363,SAM374
SAM334xSAM365,19.9904583356,-9,1,SAM334,SAM365
SAM348xSAM374,19.9905185968,-9,1,SAM348,SAM374
SAM339xSAM355,19.9908098521,-9,1,SAM339,SAM355
SAM351xSAM360,19.9909250008,-9,1,SAM351,SAM360
SAM339xSAM349,19.9911889814,-9,1,SAM339,SAM349
SAM351xSAM354,19.9914628768,-9,1,SAM351,SAM354
SAM334xSAM373,19.991528753,-9,1,SAM334,SAM373
SAM334xSAM369,19.9916614702,-9,1,SAM334,SAM369
SAM344xSAM363,19.9917160345,-9,1,SAM344,SAM363
SAM344xSAM348,19.991803903,-9,1,SAM344,SAM348
SAM351xSAM379,19.9923307559,-9,1,SAM351,SAM379
SAM361xSAM364,19.9923801737,-9,1,SAM361,SAM364
SAM337xSAM374,19.9924371837,-9,1,SAM337,SAM374
SAM332xSAM363,19.99313445,-9,1,SAM332,SAM363
SAM332xSAM348,19.9932231231,-9,1,SAM332,SAM348
SAM330xSAM381,19.9934349505,-9,1,SAM330,SAM381
SAM339xSAM351,19.9935936852,-9,1,SAM339,SAM351
SAM337xSAM344,19.9937226417,-9,1,SAM337,SAM344
SAM370xSAM377,19.9941673128,-9,1,SAM370,SAM377
SAM334xSAM358,19.9942401553,-9,1,SAM334,SAM358
SAM332xSAM337,19.9951416159,-9,1,SAM332,SAM337
SAM336xSAM361,19.9953159185,-9,1,SAM336,SAM361
SAM355xSAM363,19.9956316145,-9,1,SAM355,SAM363
SAM348xSAM355,19.9957203603,-9,1,SAM348,SAM355
SAM330xSAM356,19.9958533289,-9,1,SAM330,SAM356
SAM350xSAM372,19.9959246328,-9,1,SAM350,SAM372
SAM349xSAM363,19.9960109254,-9,1,SAM349,SAM363
SAM348xSAM349,19.996099064,-9,1,SAM348,SAM349
SAM333xSAM372,19.9966152774,-9,1,SAM333,SAM372
SAM341xSAM353,19.9974658339,-9,1,SAM341,SAM353
SAM341xSAM365,19.9975139758,-9,1,SAM341,SAM365
SAM337xSAM355,19.9976384508,-9,1,SAM337,SAM355
SAM344xSAM374,19.9978602862,-9,1,SAM344,SAM374
SAM337xSAM349,19.9980177095,-9,1,SAM337,SAM349
SAM351xSAM363,19.9984155296,-9,1,SAM351,SAM363
SAM348xSAM351,19.998503588,-9,1,SAM348,SAM351
SAM341xSAM373,19.9985843541,-9,1,SAM341,SAM373
SAM341xSAM369,19.9987170359,-9,1,SAM341,SAM369
SAM332xSAM374,19.9992793406,-9,1,SAM332,SAM374
SAM357xSAM360,19.9994520022,-9,1,SAM357,SAM360
SAM329xSAM353,19.9997803027,-9,1,SAM329,SAM353
SAM329xSAM365,19.9998289028,-9,1,SAM329,SAM365
SAM354xSAM357,19.9999896305,-9,1,SAM354,SAM357
SAM337xSAM351,20.0004225241,-9,1,SAM337,SAM351
SAM332xSAM344,20.000564616,-9,1,SAM332,SAM344
SAM357xSAM379,20.0008568371,-9,1,SAM357,SAM379
SAM329xSAM373,20.0008990595,-9,1,SAM329,SAM373
SAM329xSAM369,20.0010316892,-9,1,SAM329,SAM369
SAM347xSAM353,20.0012695024,-9,1,SAM347,SAM353
SAM341xSAM358,20.0012954714,-9,1,SAM341,SAM358
SAM347xSAM365,20.00131773,-9,1,SAM347,SAM365
SAM370xSAM378,20.0013977232,-9,1,SAM370,SAM378
SAM355xSAM374,20.0017760748,-9,1,SAM355,SAM374
SAM339xSAM357,20.0021207219,-9,1,SAM339,SAM357
SAM349xSAM374,20.0021549555,-9,1,SAM349,SAM374
SAM367xSAM370,20.0023410915,-9,1,SAM367,SAM370
SAM347xSAM373,20.002388181,-9,1,SAM347,SAM373
SAM347xSAM369,20.0025212726,-9,1,SAM347,SAM369
SAM344xSAM355,20.0030615533,-9,1,SAM344,SAM355
SAM334xSAM372,20.0030848215,-9,1,SAM334,SAM372
SAM344xSAM349,20.0034402663,-9,1,SAM344,SAM349
SAM343xSAM360,20.0035992151,-9,1,SAM343,SAM360
SAM329xSAM358,20.0036108101,-9,1,SAM329,SAM358
SAM343xSAM354,20.0041370409,-9,1,SAM343,SAM354
SAM350xSAM361,20.0043548772,-9,1,SAM350,SAM361
SAM332xSAM355,20.0044805052,-9,1,SAM332,SAM355
SAM351xSAM374,20.004559906,-9,1,SAM351,SAM374
SAM332xSAM349,20.0048594156,-9,1,SAM332,SAM349
SAM343xSAM379,20.0050041655,-9,1,SAM343,SAM379
SAM333xSAM361,20.0050471647,-9,1,SAM333,SAM361
SAM347xSAM358,20.0050994789,-9,1,SAM347,SAM358
SAM360xSAM364,20.0055856628,-9,1,SAM360,SAM364
SAM331xSAM353,20.0056292301,-9,1,SAM331,SAM353
SAM331xSAM365,20.0056775918,-9,1,SAM331,SAM365
SAM344xSAM351,20.0058453286,-9,1,SAM344,SAM351
SAM352xSAM370,20.0059761161,-9,1,SAM352,SAM370
SAM354xSAM364,20.0061231291,-9,1,SAM354,SAM364
SAM339xSAM343,20.006267648,-9,1,SAM339,SAM343
SAM331xSAM373,20.0067476386,-9,1,SAM331,SAM373
SAM331xSAM369,20.0068807973,-9,1,SAM331,SAM369
SAM357xSAM363,20.0069418399,-9,1,SAM357,SAM363
SAM364xSAM379,20.0069905071,-9,1,SAM364,SAM379
SAM348xSAM357,20.007030241,-9,1,SAM348,SAM357
SAM332xSAM351,20.0072643122,-9,1,SAM332,SAM351
SAM349xSAM355,20.0073564386,-9,1,SAM349,SAM355
SAM339xSAM364,20.0082540808,-9,1,SAM339,SAM364
SAM336xSAM360,20.0085213332,-9,1,SAM336,SAM360
SAM337xSAM357,20.0089487879,-9,1,SAM337,SAM357
SAM336xSAM354,20.0090592465,-9,1,SAM336,SAM354
SAM331xSAM358,20.0094589217,-9,1,SAM331,SAM358
SAM351xSAM355,20.0097612327,-9,1,SAM351,SAM355
SAM336xSAM379,20.0099263897,-9,1,SAM336,SAM379
SAM349xSAM351,20.0101396067,-9,1,SAM349,SAM351
SAM341xSAM372,20.0101398153,-9,1,SAM341,SAM372
SAM343xSAM363,20.0110890938,-9,1,SAM343,SAM363
SAM343xSAM348,20.0111776812,-9,1,SAM343,SAM348
SAM336xSAM339,20.0111895984,-9,1,SAM336,SAM339
SAM334xSAM361,20.0115154421,-9,1,SAM334,SAM361
SAM370xSAM381,20.0123530178,-9,1,SAM370,SAM381
SAM329xSAM372,20.0124547033,-9,1,SAM329,SAM372
SAM363xSAM364,20.0130755341,-9,1,SAM363,SAM364
SAM357xSAM374,20.0130864119,-9,1,SAM357,SAM374
SAM337xSAM343,20.0130957177,-9,1,SAM337,SAM343
SAM348xSAM364,20.0131636223,-9,1,SAM348,SAM364
SAM347xSAM372,20.0139443649,-9,1,SAM347,SAM372
SAM344xSAM357,20.0143718047,-9,1,SAM344,SAM357
SAM335xSAM353,20.0145331508,-9,1,SAM335,SAM353
SAM335xSAM365,20.0145814678,-9,1,SAM335,SAM365
SAM356xSAM370,20.0147717519,-9,1,SAM356,SAM370
SAM337xSAM364,20.0150824336,-9,1,SAM337,SAM364
SAM335xSAM373,20.0156520194,-9,1,SAM335,SAM373
SAM335xSAM369,20.0157842076,-9,1,SAM335,SAM369
SAM332xSAM357,20.015791498,-9,1,SAM332,SAM357
SAM336xSAM363,20.0160113981,-9,1,SAM336,SAM363
SAM336xSAM348,20.0160995087,-9,1,SAM336,SAM348
SAM343xSAM374,20.0172342731,-9,1,SAM343,SAM374
SAM350xSAM360,20.0175603291,-9,1,SAM350,SAM360
SAM336xSAM337,20.0180181002,-9,1,SAM336,SAM337
SAM350xSAM354,20.0180977581,-9,1,SAM350,SAM354
SAM333xSAM360,20.0182514934,-9,1,SAM333,SAM360
SAM355xSAM357,20.0182874946,-9,1,SAM355,SAM357
SAM331xSAM372,20.0183035804,-9,1,SAM331,SAM372
SAM335xSAM358,20.0183633564,-9,1,SAM335,SAM358
SAM343xSAM344,20.0185191928,-9,1,SAM343,SAM344
SAM341xSAM361,20.0185705794,-9,1,SAM341,SAM361
SAM349xSAM357,20.018666636,-9,1,SAM349,SAM357
SAM333xSAM354,20.0187894551,-9,1,SAM333,SAM354
SAM350xSAM379,20.0189659408,-9,1,SAM350,SAM379
SAM364xSAM374,20.0192206128,-9,1,SAM364,SAM374
SAM333xSAM379,20.019657228,-9,1,SAM333,SAM379
SAM332xSAM343,20.019938167,-9,1,SAM332,SAM343
SAM339xSAM350,20.0202298423,-9,1,SAM339,SAM350
SAM344xSAM364,20.0205054095,-9,1,SAM344,SAM364
SAM330xSAM353,20.0206982417,-9,1,SAM330,SAM353
SAM330xSAM365,20.0207462495,-9,1,SAM330,SAM365
SAM329xSAM361,20.0208856462,-9,1,SAM329,SAM361
SAM333xSAM339,20.0209206453,-9,1,SAM333,SAM339
SAM351xSAM357,20.0210712215,-9,1,SAM351,SAM357
SAM330xSAM373,20.0218170582,-9,1,SAM330,SAM373
SAM332xSAM364,20.0219240187,-9,1,SAM332,SAM364
SAM330xSAM369,20.0219497977,-9,1,SAM330,SAM369
SAM336xSAM374,20.0221557057,-9,1,SAM336,SAM374
SAM347xSAM361,20.0223750955,-9,1,SAM347,SAM361
SAM343xSAM355,20.0224348566,-9,1,SAM343,SAM355
SAM343xSAM349,20.0228139458,-9,1,SAM343,SAM349
SAM336xSAM344,20.023441132,-9,1,SAM336,SAM344
SAM355xSAM364,20.0244208312,-9,1,SAM355,SAM364
SAM330xSAM358,20.024528615,-9,1,SAM330,SAM358
SAM334xSAM360,20.0247208772,-9,1,SAM334,SAM360
SAM349xSAM364,20.0248005053,-9,1,SAM349,SAM364
SAM332xSAM336,20.0248606725,-9,1,SAM332,SAM336
SAM350xSAM363,20.0250506846,-9,1,SAM350,SAM363
SAM348xSAM350,20.0251397154,-9,1,SAM348,SAM350
SAM343xSAM351,20.0252184754,-9,1,SAM343,SAM351
SAM334xSAM354,20.0252582802,-9,1,SAM334,SAM354
SAM333xSAM363,20.0257422997,-9,1,SAM333,SAM363
SAM333xSAM348,20.0258289872,-9,1,SAM333,SAM348
SAM334xSAM379,20.0261255203,-9,1,SAM334,SAM379
SAM331xSAM361,20.0267338118,-9,1,SAM331,SAM361
SAM337xSAM350,20.0270581318,-9,1,SAM337,SAM350
SAM351xSAM364,20.0272051951,-9,1,SAM351,SAM364
SAM335xSAM372,20.0272078214,-9,1,SAM335,SAM372
SAM336xSAM355,20.0273572056,-9,1,SAM336,SAM355
SAM334xSAM339,20.0273900291,-9,1,SAM334,SAM339
SAM336xSAM349,20.0277360527,-9,1,SAM336,SAM349
SAM333xSAM337,20.0277493632,-9,1,SAM333,SAM337
SAM336xSAM351,20.0301406866,-9,1,SAM336,SAM351
SAM350xSAM374,20.0311953908,-9,1,SAM350,SAM374
SAM341xSAM360,20.0317763275,-9,1,SAM341,SAM360
SAM333xSAM374,20.0318858957,-9,1,SAM333,SAM374
SAM334xSAM363,20.0322111694,-9,1,SAM334,SAM363
SAM334xSAM348,20.0322992614,-9,1,SAM334,SAM348
SAM341xSAM354,20.0323139688,-9,1,SAM341,SAM354
SAM344xSAM350,20.0324811412,-9,1,SAM344,SAM350
SAM333xSAM344,20.033170685,-9,1,SAM333,SAM344
SAM341xSAM379,20.0331809631,-9,1,SAM341,SAM379
SAM330xSAM372,20.0333725734,-9,1,SAM330,SAM372
SAM343xSAM357,20.0337460039,-9,1,SAM343,SAM357
SAM332xSAM350,20.0338995828,-9,1,SAM332,SAM350
SAM329xSAM360,20.0340904853,-9,1,SAM329,SAM360
SAM334xSAM337,20.0342176965,-9,1,SAM334,SAM337
SAM339xSAM341,20.034444779,-9,1,SAM339,SAM341
SAM332xSAM333,20.0345905235,-9,1,SAM332,SAM333
SAM329xSAM354,20.0346283538,-9,1,SAM329,SAM354
SAM329xSAM379,20.0354956797,-9,1,SAM329,SAM379
SAM347xSAM360,20.0355796663,-9,1,SAM347,SAM360
SAM335xSAM361,20.0356386339,-9,1,SAM335,SAM361
SAM357xSAM364,20.0357314905,-9,1,SAM357,SAM364
SAM347xSAM354,20.0361178367,-9,1,SAM347,SAM354
SAM350xSAM355,20.0363970025,-9,1,SAM350,SAM355
SAM329xSAM339,20.0367595552,-9,1,SAM329,SAM339
SAM349xSAM350,20.0367761588,-9,1,SAM349,SAM350
SAM347xSAM379,20.0369853338,-9,1,SAM347,SAM379
SAM333xSAM355,20.0370876191,-9,1,SAM333,SAM355
SAM333xSAM349,20.0374664104,-9,1,SAM333,SAM349
SAM339xSAM347,20.0382487958,-9,1,SAM339,SAM347
SAM334xSAM374,20.038355477,-9,1,SAM334,SAM374
SAM336xSAM357,20.0386673732,-9,1,SAM336,SAM357
SAM350xSAM351,20.0391796006,-9,1,SAM350,SAM351
SAM341xSAM363,20.0392660348,-9,1,SAM341,SAM363
SAM341xSAM348,20.0393548532,-9,1,SAM341,SAM348
SAM353xSAM370,20.0396164803,-9,1,SAM353,SAM370
SAM334xSAM344,20.0396410002,-9,1,SAM334,SAM344
SAM365xSAM370,20.0396647973,-9,1,SAM365,SAM370
SAM333xSAM351,20.0398705674,-9,1,SAM333,SAM351
SAM343xSAM364,20.0398790164,-9,1,SAM343,SAM364
SAM331xSAM360,20.0399388818,-9,1,SAM331,SAM360
SAM331xSAM354,20.040477,-9,1,SAM331,SAM354
SAM370xSAM373,20.0407352818,-9,1,SAM370,SAM373
SAM369xSAM370,20.0408675073,-9,1,SAM369,SAM370
SAM332xSAM334,20.0410601122,-9,1,SAM332,SAM334
SAM337xSAM341,20.0412720738,-9,1,SAM337,SAM341
SAM331xSAM379,20.0413445307,-9,1,SAM331,SAM379
SAM329xSAM363,20.0415814666,-9,1,SAM329,SAM363
SAM329xSAM348,20.0416689886,-9,1,SAM329,SAM348
SAM330xSAM361,20.041803263,-9,1,SAM330,SAM361
SAM331xSAM339,20.0426083727,-9,1,SAM331,SAM339
SAM336xSAM343,20.0428148804,-9,1,SAM336,SAM343
SAM347xSAM363,20.0430704428,-9,1,SAM347,SAM363
SAM347xSAM348,20.0431582479,-9,1,SAM347,SAM348
SAM358xSAM370,20.0434465854,-9,1,SAM358,SAM370
SAM334xSAM355,20.0435559673,-9,1,SAM334,SAM355
SAM329xSAM337,20.0435877292,-9,1,SAM329,SAM337
SAM334xSAM349,20.0439351646,-9,1,SAM334,SAM349
SAM336xSAM364,20.0448008252,-9,1,SAM336,SAM364
SAM337xSAM347,20.045076683,-9,1,SAM337,SAM347
SAM341xSAM374,20.0454105063,-9,1,SAM341,SAM374
SAM334xSAM351,20.0463404132,-9,1,SAM334,SAM351
SAM341xSAM344,20.0466953142,-9,1,SAM341,SAM344
SAM331xSAM363,20.0474300159,-9,1,SAM331,SAM363
SAM331xSAM348,20.0475175901,-9,1,SAM331,SAM348
SAM350xSAM357,20.0477063207,-9,1,SAM350,SAM357
SAM329xSAM374,20.0477257444,-9,1,SAM329,SAM374
SAM332xSAM341,20.048115447,-9,1,SAM332,SAM341
SAM333xSAM357,20.0483978762,-9,1,SAM333,SAM357
SAM335xSAM360,20.0488443075,-9,1,SAM335,SAM360
SAM329xSAM344,20.0490109472,-9,1,SAM329,SAM344
SAM347xSAM374,20.0492151825,-9,1,SAM347,SAM374
SAM335xSAM354,20.0493819786,-9,1,SAM335,SAM354
SAM331xSAM337,20.0494357718,-9,1,SAM331,SAM337
SAM335xSAM379,20.0502485631,-9,1,SAM335,SAM379
SAM329xSAM332,20.0504302306,-9,1,SAM329,SAM332
SAM344xSAM347,20.0504998414,-9,1,SAM344,SAM347
SAM341xSAM355,20.0506122632,-9,1,SAM341,SAM355
SAM341xSAM349,20.0509913637,-9,1,SAM341,SAM349
SAM335xSAM339,20.0515124126,-9,1,SAM335,SAM339
SAM343xSAM350,20.0518538876,-9,1,SAM343,SAM350
SAM332xSAM347,20.0519190056,-9,1,SAM332,SAM347
SAM370xSAM372,20.0522906853,-9,1,SAM370,SAM372
SAM333xSAM343,20.0525454728,-9,1,SAM333,SAM343
SAM329xSAM355,20.0529263539,-9,1,SAM329,SAM355
SAM329xSAM349,20.053305894,-9,1,SAM329,SAM349
SAM341xSAM351,20.0533948613,-9,1,SAM341,SAM351
SAM331xSAM374,20.0535744576,-9,1,SAM331,SAM374
SAM350xSAM364,20.05384095,-9,1,SAM350,SAM364
SAM347xSAM355,20.0544152854,-9,1,SAM347,SAM355
SAM333xSAM364,20.0545309631,-9,1,SAM333,SAM364
SAM347xSAM349,20.0547948776,-9,1,SAM347,SAM349
SAM331xSAM344,20.0548592506,-9,1,SAM331,SAM344
SAM334xSAM357,20.0548669545,-9,1,SAM334,SAM357
SAM330xSAM360,20.0550080685,-9,1,SAM330,SAM360
SAM330xSAM354,20.0555468125,-9,1,SAM330,SAM354
SAM329xSAM351,20.0557097493,-9,1,SAM329,SAM351
SAM331xSAM332,20.056278318,-9,1,SAM331,SAM332
SAM335xSAM363,20.0563344805,-9,1,SAM335,SAM363
SAM330xSAM379,20.0564144774,-9,1,SAM330,SAM379
SAM335xSAM348,20.056422971,-9,1,SAM335,SAM348
SAM336xSAM350,20.0567762925,-9,1,SAM336,SAM350
SAM347xSAM351,20.0571992992,-9,1,SAM347,SAM351
SAM333xSAM336,20.0574667229,-9,1,SAM333,SAM336
SAM330xSAM339,20.0576771273,-9,1,SAM330,SAM339
SAM335xSAM337,20.0583405269,-9,1,SAM335,SAM337
SAM331xSAM355,20.0587745009,-9,1,SAM331,SAM355
SAM334xSAM343,20.059014432,-9,1,SAM334,SAM343
SAM331xSAM349,20.059154704,-9,1,SAM331,SAM349
SAM361xSAM370,20.060722254,-9,1,SAM361,SAM370
SAM334xSAM364,20.0610018743,-9,1,SAM334,SAM364
SAM331xSAM351,20.0615581719,-9,1,SAM331,SAM351
SAM341xSAM357,20.0619215964,-9,1,SAM341,SAM357
SAM335xSAM374,20.0624788476,-9,1,SAM335,SAM374
SAM330xSAM363,20.0624997093,-9,1,SAM330,SAM363
SAM330xSAM348,20.0625872387,-9,1,SAM330,SAM348
SAM335xSAM344,20.0637647731,-9,1,SAM335,SAM344
SAM334xSAM336,20.0639360322,-9,1,SAM334,SAM336
SAM329xSAM357,20.0642372741,-9,1,SAM329,SAM357
SAM330xSAM337,20.0645055248,-9,1,SAM330,SAM337
SAM332xSAM335,20.0651839001,-9,1,SAM332,SAM335
SAM347xSAM357,20.0657263173,-9,1,SAM347,SAM357
SAM341xSAM343,20.0660690291,-9,1,SAM341,SAM343
SAM333xSAM350,20.0665074436,-9,1,SAM333,SAM350
SAM335xSAM355,20.0676800234,-9,1,SAM335,SAM355
SAM341xSAM364,20.0680557786,-9,1,SAM341,SAM364
SAM335xSAM349,20.0680585278,-9,1,SAM335,SAM349
SAM329xSAM343,20.06838423,-9,1,SAM329,SAM343
SAM330xSAM374,20.0686435474,-9,1,SAM330,SAM374
SAM343xSAM347,20.0698727815,-9,1,SAM343,SAM347
SAM330xSAM344,20.0699295325,-9,1,SAM330,SAM344
SAM331xSAM357,20.0700848175,-9,1,SAM331,SAM357
SAM329xSAM364,20.0703710912,-9,1,SAM329,SAM364
SAM335xSAM351,20.0704637615,-9,1,SAM335,SAM351
SAM336xSAM341,20.0709904654,-9,1,SAM336,SAM341
SAM330xSAM332,20.0713479964,-9,1,SAM330,SAM332
SAM347xSAM364,20.0718604176,-9,1,SAM347,SAM364
SAM334xSAM350,20.0729750319,-9,1,SAM334,SAM350
SAM329xSAM336,20.0733059419,-9,1,SAM329,SAM336
SAM333xSAM334,20.0736665426,-9,1,SAM333,SAM334
SAM330xSAM355,20.0738442985,-9,1,SAM330,SAM355
SAM360xSAM370,20.0739263592,-9,1,SAM360,SAM370
SAM330xSAM349,20.0742240919,-9,1,SAM330,SAM349
SAM331xSAM343,20.0742333008,-9,1,SAM331,SAM343
SAM354xSAM370,20.0744650735,-9,1,SAM354,SAM370
