Genotype,gHat,log2vol,Fix,P1,P2
SAM7xSAM10,19.9497267062,-9,1,SAM7,SAM10
SAM8xSAM54,19.9505588429,-9,1,SAM8,SAM54
SAM7xSAM17,19.9510700626,-9,1,SAM7,SAM17
SAM10xSAM56,19.9512715617,-9,1,SAM10,SAM56
SAM19xSAM46,19.9514067134,-9,1,SAM19,SAM46
SAM15xSAM20,19.9514403286,-9,1,SAM15,SAM20
SAM28xSAM52,19.9522808807,-9,1,SAM28,SAM52
SAM17xSAM56,19.9526150039,-9,1,SAM17,SAM56
SAM11xSAM49,19.9533963686,-9,1,SAM11,SAM49
SAM20xSAM25,19.9536969045,-9,1,SAM20,SAM25
SAM9xSAM49,19.9544097146,-9,1,SAM9,SAM49
SAM37xSAM46,19.9544132611,-9,1,SAM37,SAM46
SAM7xSAM29,19.9547580479,-9,1,SAM7,SAM29
SAM18xSAM39,19.9552974047,-9,1,SAM18,SAM39
SAM3xSAM57,19.9555109216,-9,1,SAM3,SAM57
SAM29xSAM56,19.9563027917,-9,1,SAM29,SAM56
SAM7xSAM26,19.957488261,-9,1,SAM7,SAM26
SAM21xSAM24,19.9586681442,-9,1,SAM21,SAM24
SAM26xSAM56,19.9590338728,-9,1,SAM26,SAM56
SAM8xSAM46,19.9595576039,-9,1,SAM8,SAM46
SAM43xSAM51,19.9600365458,-9,1,SAM43,SAM51
SAM15xSAM49,19.9607610589,-9,1,SAM15,SAM49
SAM10xSAM54,19.96104772,-9,1,SAM10,SAM54
SAM14xSAM41,19.9615258582,-9,1,SAM14,SAM41
SAM19xSAM21,19.9617629627,-9,1,SAM19,SAM21
SAM7xSAM11,19.9619656678,-9,1,SAM7,SAM11
SAM24xSAM28,19.9621115195,-9,1,SAM24,SAM28
SAM17xSAM54,19.9623917079,-9,1,SAM17,SAM54
SAM7xSAM9,19.9629788341,-9,1,SAM7,SAM9
SAM25xSAM49,19.9630176218,-9,1,SAM25,SAM49
SAM11xSAM56,19.963510895,-9,1,SAM11,SAM56
SAM41xSAM53,19.9642319175,-9,1,SAM41,SAM53
SAM36xSAM41,19.9643220332,-9,1,SAM36,SAM41
SAM9xSAM56,19.9645243956,-9,1,SAM9,SAM56
SAM21xSAM37,19.964769014,-9,1,SAM21,SAM37
SAM19xSAM28,19.9652064776,-9,1,SAM19,SAM28
SAM41xSAM45,19.9658012929,-9,1,SAM41,SAM45
SAM30xSAM41,19.96585109161,-9,1,SAM30,SAM41
SAM29xSAM54,19.96607970336,-9,1,SAM29,SAM54
SAM20xSAM43,19.96634602623,-9,1,SAM20,SAM43
SAM14xSAM39,19.96789805574,-9,1,SAM14,SAM39
SAM28xSAM37,19.96821213171,-9,1,SAM28,SAM37
SAM6xSAM58,19.96878342919,-9,1,SAM6,SAM58
SAM26xSAM54,19.96880996909,-9,1,SAM26,SAM54
SAM7xSAM15,19.96932995908,-9,1,SAM7,SAM15
SAM8xSAM21,19.96991327388,-9,1,SAM8,SAM21
SAM10xSAM46,19.9700461331,-9,1,SAM10,SAM46
SAM39xSAM53,19.97060386121,-9,1,SAM39,SAM53
SAM36xSAM39,19.97069381021,-9,1,SAM36,SAM39
SAM15xSAM56,19.97087565746,-9,1,SAM15,SAM56
SAM17xSAM46,19.97139003716,-9,1,SAM17,SAM46
SAM7xSAM25,19.97158724891,-9,1,SAM7,SAM25
SAM39xSAM45,19.97217364546,-9,1,SAM39,SAM45
SAM30xSAM39,19.97222313803,-9,1,SAM30,SAM39
SAM25xSAM56,19.97313187766,-9,1,SAM25,SAM56
SAM6xSAM55,19.97319365462,-9,1,SAM6,SAM55
SAM11xSAM54,19.97328721086,-9,1,SAM11,SAM54
SAM8xSAM28,19.97335708543,-9,1,SAM8,SAM28
SAM35xSAM41,19.97378515482,-9,1,SAM35,SAM41
SAM9xSAM54,19.97430015862,-9,1,SAM9,SAM54
SAM6xSAM40,19.97455691727,-9,1,SAM6,SAM40
SAM12xSAM58,19.97465702048,-9,1,SAM12,SAM58
SAM29xSAM46,19.975077613086,-9,1,SAM29,SAM46
SAM6xSAM59,19.975121848929,-9,1,SAM6,SAM59
SAM43xSAM49,19.975666592032,-9,1,SAM43,SAM49
SAM18xSAM52,19.9758954564932,-9,1,SAM18,SAM52
SAM5xSAM57,19.976555269972,-9,1,SAM5,SAM57
SAM26xSAM46,19.97780900106,-9,1,SAM26,SAM46
SAM12xSAM55,19.97906789702,-9,1,SAM12,SAM55
SAM35xSAM39,19.98015712185,-9,1,SAM35,SAM39
SAM10xSAM21,19.98040225899,-9,1,SAM10,SAM21
SAM12xSAM40,19.98043080868,-9,1,SAM12,SAM40
SAM15xSAM54,19.98065179197,-9,1,SAM15,SAM54
SAM12xSAM59,19.98099626165,-9,1,SAM12,SAM59
SAM6xSAM38,19.98152652319,-9,1,SAM6,SAM38
SAM17xSAM21,19.98174583988,-9,1,SAM17,SAM21
SAM11xSAM46,19.98228575272,-9,1,SAM11,SAM46
SAM25xSAM54,19.98290857749,-9,1,SAM25,SAM54
SAM9xSAM46,19.98329881655,-9,1,SAM9,SAM46
SAM10xSAM28,19.98384529801,-9,1,SAM10,SAM28
SAM7xSAM43,19.98423663696,-9,1,SAM7,SAM43
SAM17xSAM28,19.98518917972,-9,1,SAM17,SAM28
SAM21xSAM29,19.98543405981,-9,1,SAM21,SAM29
SAM18xSAM24,19.98572574446,-9,1,SAM18,SAM24
SAM43xSAM56,19.98578109016,-9,1,SAM43,SAM56
SAM12xSAM38,19.9874001432,-9,1,SAM12,SAM38
SAM21xSAM26,19.9881642701,-9,1,SAM21,SAM26
SAM14xSAM52,19.9884960398,-9,1,SAM14,SAM52
SAM18xSAM19,19.9888210807,-9,1,SAM18,SAM19
SAM28xSAM29,19.9888772069,-9,1,SAM28,SAM29
SAM15xSAM46,19.9896504468,-9,1,SAM15,SAM46
SAM52xSAM53,19.9912013531,-9,1,SAM52,SAM53
SAM36xSAM52,19.9912920229,-9,1,SAM36,SAM52
SAM26xSAM28,19.9916072561,-9,1,SAM26,SAM28
SAM18xSAM37,19.9918266347,-9,1,SAM18,SAM37
SAM25xSAM46,19.9919069054,-9,1,SAM25,SAM46
SAM11xSAM21,19.9926415717,-9,1,SAM11,SAM21
SAM45xSAM52,19.9927714596,-9,1,SAM45,SAM52
SAM30xSAM52,19.9928211903,-9,1,SAM30,SAM52
SAM9xSAM21,19.993654467,-9,1,SAM9,SAM21
SAM43xSAM54,19.9955577457,-9,1,SAM43,SAM54
SAM11xSAM28,19.9960848445,-9,1,SAM11,SAM28
SAM8xSAM18,19.996971011,-9,1,SAM8,SAM18
SAM9xSAM28,19.9970981682,-9,1,SAM9,SAM28
SAM14xSAM24,19.9983267857,-9,1,SAM14,SAM24
SAM6xSAM51,19.99950256,-9,1,SAM6,SAM51
SAM15xSAM21,20.0000060218,-9,1,SAM15,SAM21
SAM35xSAM52,20.0007555222,-9,1,SAM35,SAM52
SAM3xSAM58,20.0009497011,-9,1,SAM3,SAM58
SAM24xSAM53,20.0010323541,-9,1,SAM24,SAM53
SAM24xSAM36,20.0011215469,-9,1,SAM24,SAM36
SAM14xSAM19,20.0014209801,-9,1,SAM14,SAM19
SAM21xSAM25,20.0022628082,-9,1,SAM21,SAM25
SAM24xSAM45,20.0026021933,-9,1,SAM24,SAM45
SAM39xSAM41,20.002630716,-9,1,SAM39,SAM41
SAM24xSAM30,20.0026517918,-9,1,SAM24,SAM30
SAM15xSAM28,20.0034496391,-9,1,SAM15,SAM28
SAM19xSAM53,20.0041263791,-9,1,SAM19,SAM53
SAM19xSAM36,20.0042164212,-9,1,SAM19,SAM36
SAM14xSAM37,20.0044273639,-9,1,SAM14,SAM37
SAM43xSAM46,20.0045558082,-9,1,SAM43,SAM46
SAM3xSAM55,20.0053608993,-9,1,SAM3,SAM55
SAM12xSAM51,20.0053768696,-9,1,SAM12,SAM51
SAM19xSAM45,20.0056980865,-9,1,SAM19,SAM45
SAM25xSAM28,20.0057065187,-9,1,SAM25,SAM28
SAM19xSAM30,20.0057470126,-9,1,SAM19,SAM30
SAM6xSAM20,20.0058117433,-9,1,SAM6,SAM20
SAM3xSAM40,20.0067236347,-9,1,SAM3,SAM40
SAM37xSAM53,20.0071327014,-9,1,SAM37,SAM53
SAM36xSAM37,20.0072231626,-9,1,SAM36,SAM37
SAM3xSAM59,20.0072895957,-9,1,SAM3,SAM59
SAM10xSAM18,20.0074597372,-9,1,SAM10,SAM18
SAM37xSAM45,20.008703064,-9,1,SAM37,SAM45
SAM30xSAM37,20.0087525135,-9,1,SAM30,SAM37
SAM17xSAM18,20.0088036059,-9,1,SAM17,SAM18
SAM8xSAM14,20.0095722711,-9,1,SAM8,SAM14
SAM24xSAM35,20.0105854271,-9,1,SAM24,SAM35
SAM12xSAM20,20.011685971,-9,1,SAM12,SAM20
SAM8xSAM53,20.0122774465,-9,1,SAM8,SAM53
SAM8xSAM36,20.012367375,-9,1,SAM8,SAM36
SAM18xSAM29,20.0124912409,-9,1,SAM18,SAM29
SAM19xSAM35,20.0136813557,-9,1,SAM19,SAM35
SAM3xSAM38,20.0136929451,-9,1,SAM3,SAM38
SAM8xSAM45,20.0138473807,-9,1,SAM8,SAM45
SAM8xSAM30,20.0138968265,-9,1,SAM8,SAM30
SAM21xSAM43,20.0149120277,-9,1,SAM21,SAM43
SAM6xSAM49,20.0151327549,-9,1,SAM6,SAM49
SAM18xSAM26,20.0152217893,-9,1,SAM18,SAM26
SAM35xSAM37,20.0166869758,-9,1,SAM35,SAM37
SAM28xSAM43,20.0183558015,-9,1,SAM28,SAM43
SAM11xSAM18,20.0196993051,-9,1,SAM11,SAM18
SAM10xSAM14,20.0200608594,-9,1,SAM10,SAM14
SAM9xSAM18,20.0207129715,-9,1,SAM9,SAM18
SAM12xSAM49,20.0210072508,-9,1,SAM12,SAM49
SAM14xSAM17,20.021403916,-9,1,SAM14,SAM17
SAM8xSAM35,20.0218309162,-9,1,SAM8,SAM35
SAM5xSAM58,20.0219943782,-9,1,SAM5,SAM58
SAM10xSAM53,20.0227658151,-9,1,SAM10,SAM53
SAM10xSAM36,20.022855725,-9,1,SAM10,SAM36
SAM41xSAM52,20.0232276766,-9,1,SAM41,SAM52
SAM6xSAM7,20.0237019545,-9,1,SAM6,SAM7
SAM17xSAM53,20.0241101941,-9,1,SAM17,SAM53
SAM17xSAM36,20.0241991317,-9,1,SAM17,SAM36
SAM10xSAM45,20.0243363453,-9,1,SAM10,SAM45
SAM10xSAM30,20.0243855192,-9,1,SAM10,SAM30
SAM14xSAM29,20.0250919273,-9,1,SAM14,SAM29
SAM6xSAM56,20.0252471825,-9,1,SAM6,SAM56
SAM17xSAM45,20.0256802848,-9,1,SAM17,SAM45
SAM17xSAM30,20.0257294623,-9,1,SAM17,SAM30
SAM5xSAM55,20.026404619,-9,1,SAM5,SAM55
SAM15xSAM18,20.027063988,-9,1,SAM15,SAM18
SAM5xSAM40,20.0277677773,-9,1,SAM5,SAM40
SAM29xSAM53,20.0277974157,-9,1,SAM29,SAM53
SAM14xSAM26,20.0278228184,-9,1,SAM14,SAM26
SAM29xSAM36,20.0278871169,-9,1,SAM29,SAM36
SAM5xSAM59,20.0283324717,-9,1,SAM5,SAM59
SAM18xSAM25,20.0293207763,-9,1,SAM18,SAM25
SAM29xSAM45,20.0293674877,-9,1,SAM29,SAM45
SAM29xSAM30,20.0294173284,-9,1,SAM29,SAM30
SAM7xSAM12,20.0295765771,-9,1,SAM7,SAM12
SAM39xSAM52,20.0296001768,-9,1,SAM39,SAM52
SAM2xSAM57,20.0300234554,-9,1,SAM2,SAM57
SAM26xSAM53,20.030527789,-9,1,SAM26,SAM53
SAM26xSAM36,20.0306178628,-9,1,SAM26,SAM36
SAM12xSAM56,20.031121224,-9,1,SAM12,SAM56
SAM3xSAM51,20.0316693446,-9,1,SAM3,SAM51
SAM26xSAM45,20.0320979541,-9,1,SAM26,SAM45
SAM26xSAM30,20.0321471056,-9,1,SAM26,SAM30
SAM11xSAM14,20.0323004497,-9,1,SAM11,SAM14
SAM10xSAM35,20.0323194077,-9,1,SAM10,SAM35
SAM24xSAM41,20.0330586692,-9,1,SAM24,SAM41
SAM9xSAM14,20.0333132519,-9,1,SAM9,SAM14
SAM17xSAM35,20.0336638017,-9,1,SAM17,SAM35
SAM5xSAM38,20.0347373223,-9,1,SAM5,SAM38
SAM11xSAM53,20.0350056959,-9,1,SAM11,SAM53
SAM6xSAM54,20.0350236742,-9,1,SAM6,SAM54
SAM11xSAM36,20.0350941902,-9,1,SAM11,SAM36
SAM9xSAM53,20.0360189861,-9,1,SAM9,SAM53
SAM9xSAM36,20.0361089891,-9,1,SAM9,SAM36
SAM19xSAM41,20.0361543631,-9,1,SAM19,SAM41
SAM11xSAM45,20.0365745275,-9,1,SAM11,SAM45
SAM11xSAM30,20.0366248673,-9,1,SAM11,SAM30
SAM29xSAM35,20.0373507923,-9,1,SAM29,SAM35
SAM9xSAM45,20.0375886856,-9,1,SAM9,SAM45
SAM9xSAM30,20.0376375055,-9,1,SAM9,SAM30
SAM3xSAM20,20.037978757,-9,1,SAM3,SAM20
SAM1xSAM57,20.0385500191,-9,1,SAM1,SAM57
SAM37xSAM41,20.0391593127,-9,1,SAM37,SAM41
SAM24xSAM39,20.0394300444,-9,1,SAM24,SAM39
SAM14xSAM15,20.0396650432,-9,1,SAM14,SAM15
SAM26xSAM35,20.0400818287,-9,1,SAM26,SAM35
SAM12xSAM54,20.0408985241,-9,1,SAM12,SAM54
SAM14xSAM25,20.0419208406,-9,1,SAM14,SAM25
SAM18xSAM43,20.0419697834,-9,1,SAM18,SAM43
SAM15xSAM53,20.0423705427,-9,1,SAM15,SAM53
SAM15xSAM36,20.0424597783,-9,1,SAM15,SAM36
SAM19xSAM39,20.0425257607,-9,1,SAM19,SAM39
SAM15xSAM45,20.0439390538,-9,1,SAM15,SAM45
SAM15xSAM30,20.0439900009,-9,1,SAM15,SAM30
SAM6xSAM46,20.0440218298,-9,1,SAM6,SAM46
SAM8xSAM41,20.0443041174,-9,1,SAM8,SAM41
SAM11xSAM35,20.0445584579,-9,1,SAM11,SAM35
SAM25xSAM53,20.044626504,-9,1,SAM25,SAM53
SAM25xSAM36,20.0447160451,-9,1,SAM25,SAM36
SAM37xSAM39,20.0455320625,-9,1,SAM37,SAM39
SAM9xSAM35,20.0455724074,-9,1,SAM9,SAM35
SAM25xSAM45,20.0461965053,-9,1,SAM25,SAM45
SAM25xSAM30,20.04624667,-9,1,SAM25,SAM30
SAM3xSAM49,20.0472992806,-9,1,SAM3,SAM49
SAM12xSAM46,20.0498958079,-9,1,SAM12,SAM46
SAM8xSAM39,20.0506762413,-9,1,SAM8,SAM39
SAM15xSAM35,20.051924221,-9,1,SAM15,SAM35
SAM5xSAM51,20.052713461,-9,1,SAM5,SAM51
SAM25xSAM35,20.0541801004,-9,1,SAM25,SAM35
SAM6xSAM21,20.0543784274,-9,1,SAM6,SAM21
SAM14xSAM43,20.054570183,-9,1,SAM14,SAM43
SAM10xSAM41,20.0547924562,-9,1,SAM10,SAM41
SAM3xSAM7,20.0558678506,-9,1,SAM3,SAM7
SAM17xSAM41,20.0561375989,-9,1,SAM17,SAM41
SAM43xSAM53,20.057276219,-9,1,SAM43,SAM53
SAM36xSAM43,20.0573652236,-9,1,SAM36,SAM43
SAM3xSAM56,20.0574139057,-9,1,SAM3,SAM56
SAM6xSAM28,20.0578211321,-9,1,SAM6,SAM28
SAM43xSAM45,20.0588456763,-9,1,SAM43,SAM45
SAM30xSAM43,20.0588955728,-9,1,SAM30,SAM43
SAM5xSAM20,20.0590230672,-9,1,SAM5,SAM20
SAM29xSAM41,20.0598242579,-9,1,SAM29,SAM41
SAM24xSAM52,20.0600285901,-9,1,SAM24,SAM52
SAM12xSAM21,20.0602525396,-9,1,SAM12,SAM21
SAM10xSAM39,20.0611639915,-9,1,SAM10,SAM39
SAM17xSAM39,20.0625090374,-9,1,SAM17,SAM39
SAM26xSAM41,20.0625554843,-9,1,SAM26,SAM41
SAM19xSAM52,20.0631214975,-9,1,SAM19,SAM52
SAM12xSAM28,20.0636952145,-9,1,SAM12,SAM28
SAM37xSAM52,20.0661273373,-9,1,SAM37,SAM52
SAM29xSAM39,20.0661966352,-9,1,SAM29,SAM39
SAM35xSAM43,20.0668288095,-9,1,SAM35,SAM43
SAM11xSAM41,20.0670312269,-9,1,SAM11,SAM41
SAM3xSAM54,20.0671901925,-9,1,SAM3,SAM54
SAM9xSAM41,20.0680450348,-9,1,SAM9,SAM41
SAM5xSAM49,20.0683440117,-9,1,SAM5,SAM49
SAM26xSAM39,20.0689264758,-9,1,SAM26,SAM39
SAM8xSAM52,20.071274109,-9,1,SAM8,SAM52
SAM19xSAM24,20.0729539542,-9,1,SAM19,SAM24
SAM11xSAM39,20.0734048559,-9,1,SAM11,SAM39
SAM15xSAM41,20.0743972881,-9,1,SAM15,SAM41
SAM9xSAM39,20.0744164957,-9,1,SAM9,SAM39
SAM2xSAM58,20.0754611118,-9,1,SAM2,SAM58
SAM24xSAM37,20.075957984,-9,1,SAM24,SAM37
SAM3xSAM46,20.076188288,-9,1,SAM3,SAM46
SAM25xSAM41,20.076653875,-9,1,SAM25,SAM41
SAM5xSAM7,20.076913237,-9,1,SAM5,SAM7
SAM5xSAM56,20.078458056,-9,1,SAM5,SAM56
SAM19xSAM37,20.07905259,-9,1,SAM19,SAM37
SAM2xSAM55,20.07987158,-9,1,SAM2,SAM55
SAM15xSAM39,20.08076828,-9,1,SAM15,SAM39
SAM8xSAM24,20.081103839,-9,1,SAM8,SAM24
SAM2xSAM40,20.081235714,-9,1,SAM2,SAM40
SAM6xSAM18,20.081435874,-9,1,SAM6,SAM18
SAM10xSAM52,20.081760965,-9,1,SAM10,SAM52
SAM2xSAM59,20.081800684,-9,1,SAM2,SAM59
SAM25xSAM39,20.083025485,-9,1,SAM25,SAM39
SAM17xSAM52,20.083104968,-9,1,SAM17,SAM52
SAM1xSAM58,20.083987713,-9,1,SAM1,SAM58
SAM8xSAM19,20.084199555,-9,1,SAM8,SAM19
SAM3xSAM21,20.086544834,-9,1,SAM3,SAM21
SAM29xSAM52,20.086791895,-9,1,SAM29,SAM52
SAM8xSAM37,20.087205373,-9,1,SAM8,SAM37
SAM12xSAM18,20.087309763,-9,1,SAM12,SAM18
SAM2xSAM38,20.088204317,-9,1,SAM2,SAM38
SAM5xSAM54,20.088234581,-9,1,SAM5,SAM54
SAM1xSAM55,20.088398352,-9,1,SAM1,SAM55
SAM41xSAM43,20.089302987,-9,1,SAM41,SAM43
SAM26xSAM52,20.089522712,-9,1,SAM26,SAM52
SAM1xSAM40,20.089761928,-9,1,SAM1,SAM40
SAM3xSAM28,20.089988358,-9,1,SAM3,SAM28
SAM1xSAM59,20.090327613,-9,1,SAM1,SAM59
SAM10xSAM24,20.091592297,-9,1,SAM10,SAM24
SAM17xSAM24,20.092934929,-9,1,SAM17,SAM24
SAM11xSAM52,20.094001196,-9,1,SAM11,SAM52
SAM6xSAM14,20.0940364,-9,1,SAM6,SAM14
SAM10xSAM19,20.094684869,-9,1,SAM10,SAM19
SAM9xSAM52,20.09501636,-9,1,SAM9,SAM52
SAM39xSAM43,20.095672823,-9,1,SAM39,SAM43
SAM17xSAM19,20.096030101,-9,1,SAM17,SAM19
SAM24xSAM29,20.096623972,-9,1,SAM24,SAM29
SAM1xSAM38,20.096730336,-9,1,SAM1,SAM38
SAM6xSAM53,20.09674187,-9,1,SAM6,SAM53
SAM6xSAM36,20.096831553,-9,1,SAM6,SAM36
SAM5xSAM46,20.09723337,-9,1,SAM5,SAM46
SAM10xSAM37,20.097692281,-9,1,SAM10,SAM37
SAM6xSAM45,20.098311953,-9,1,SAM6,SAM45
SAM6xSAM30,20.098363012,-9,1,SAM6,SAM30
SAM17xSAM37,20.099035978,-9,1,SAM17,SAM37
SAM24xSAM26,20.099354036,-9,1,SAM24,SAM26
SAM19xSAM29,20.099717684,-9,1,SAM19,SAM29
SAM12xSAM14,20.099911056,-9,1,SAM12,SAM14
SAM15xSAM52,20.101365506,-9,1,SAM15,SAM52
SAM19xSAM26,20.102447942,-9,1,SAM19,SAM26
SAM12xSAM53,20.102615699,-9,1,SAM12,SAM53
SAM12xSAM36,20.102705106,-9,1,SAM12,SAM36
SAM29xSAM37,20.102723777,-9,1,SAM29,SAM37
SAM8xSAM10,20.102838397,-9,1,SAM8,SAM10
SAM25xSAM52,20.103621125,-9,1,SAM25,SAM52
SAM11xSAM24,20.103831753,-9,1,SAM11,SAM24
SAM8xSAM17,20.104182586,-9,1,SAM8,SAM17
SAM12xSAM45,20.104187608,-9,1,SAM12,SAM45
SAM12xSAM30,20.104234457,-9,1,SAM12,SAM30
SAM9xSAM24,20.104845822,-9,1,SAM9,SAM24
SAM26xSAM37,20.105454326,-9,1,SAM26,SAM37
SAM2xSAM51,20.106181398,-9,1,SAM2,SAM51
SAM6xSAM35,20.106295168,-9,1,SAM6,SAM35
SAM11xSAM19,20.106925055,-9,1,SAM11,SAM19
SAM5xSAM21,20.107588529,-9,1,SAM5,SAM21
SAM8xSAM29,20.107870504,-9,1,SAM8,SAM29
SAM9xSAM19,20.107940972,-9,1,SAM9,SAM19
SAM11xSAM37,20.109929561,-9,1,SAM11,SAM37
SAM8xSAM26,20.11060068,-9,1,SAM8,SAM26
SAM9xSAM37,20.110947415,-9,1,SAM9,SAM37
SAM5xSAM28,20.111033574,-9,1,SAM5,SAM28
SAM15xSAM24,20.111195773,-9,1,SAM15,SAM24
SAM12xSAM35,20.112168044,-9,1,SAM12,SAM35
SAM2xSAM20,20.112490043,-9,1,SAM2,SAM20
SAM24xSAM25,20.113451987,-9,1,SAM24,SAM25
SAM3xSAM18,20.113603622,-9,1,SAM3,SAM18
SAM15xSAM19,20.114290073,-9,1,SAM15,SAM19
SAM10xSAM17,20.114667609,-9,1,SAM10,SAM17
SAM1xSAM51,20.114707544,-9,1,SAM1,SAM51
SAM8xSAM11,20.115077779,-9,1,SAM8,SAM11
SAM8xSAM9,20.116090268,-9,1,SAM8,SAM9
SAM43xSAM52,20.116269305,-9,1,SAM43,SAM52
SAM19xSAM25,20.116546154,-9,1,SAM19,SAM25
SAM15xSAM37,20.11729598,-9,1,SAM15,SAM37
SAM10xSAM29,20.118356794,-9,1,SAM10,SAM29
SAM25xSAM37,20.119551658,-9,1,SAM25,SAM37
SAM17xSAM29,20.119702443,-9,1,SAM17,SAM29
SAM1xSAM20,20.121016785,-9,1,SAM1,SAM20
SAM10xSAM26,20.121087253,-9,1,SAM10,SAM26
SAM2xSAM49,20.121811122,-9,1,SAM2,SAM49
SAM17xSAM26,20.122429833,-9,1,SAM17,SAM26
SAM8xSAM15,20.122443423,-9,1,SAM8,SAM15
SAM8xSAM25,20.124699622,-9,1,SAM8,SAM25
SAM10xSAM11,20.125564128,-9,1,SAM10,SAM11
SAM24xSAM43,20.126101121,-9,1,SAM24,SAM43
SAM26xSAM29,20.126117661,-9,1,SAM26,SAM29
SAM3xSAM14,20.126203313,-9,1,SAM3,SAM14
SAM9xSAM10,20.12657994,-9,1,SAM9,SAM10
SAM11xSAM17,20.12690863,-9,1,SAM11,SAM17
SAM9xSAM17,20.127923757,-9,1,SAM9,SAM17
SAM6xSAM41,20.128768459,-9,1,SAM6,SAM41
SAM3xSAM53,20.128906548,-9,1,SAM3,SAM53
SAM3xSAM36,20.128997356,-9,1,SAM3,SAM36
SAM19xSAM43,20.12919493,-9,1,SAM19,SAM43
SAM1xSAM49,20.130336538,-9,1,SAM1,SAM49
SAM2xSAM7,20.130381584,-9,1,SAM2,SAM7
SAM3xSAM45,20.130480677,-9,1,SAM3,SAM45
SAM3xSAM30,20.130526677,-9,1,SAM3,SAM30
SAM11xSAM29,20.130595729,-9,1,SAM11,SAM29
SAM9xSAM29,20.131611213,-9,1,SAM9,SAM29
SAM2xSAM56,20.131926119,-9,1,SAM2,SAM56
SAM37xSAM43,20.132200792,-9,1,SAM37,SAM43
SAM10xSAM15,20.132928923,-9,1,SAM10,SAM15
SAM11xSAM26,20.133325949,-9,1,SAM11,SAM26
SAM15xSAM17,20.134272009,-9,1,SAM15,SAM17
SAM9xSAM26,20.134341016,-9,1,SAM9,SAM26
SAM12xSAM41,20.134643629,-9,1,SAM12,SAM41
SAM5xSAM18,20.13464643,-9,1,SAM5,SAM18
SAM6xSAM39,20.13514258,-9,1,SAM6,SAM39
SAM10xSAM25,20.135186225,-9,1,SAM10,SAM25
SAM17xSAM25,20.136530578,-9,1,SAM17,SAM25
SAM8xSAM43,20.137349203,-9,1,SAM8,SAM43
SAM15xSAM29,20.137960806,-9,1,SAM15,SAM29
SAM3xSAM35,20.138461217,-9,1,SAM3,SAM35
SAM9xSAM11,20.138818785,-9,1,SAM9,SAM11
SAM1xSAM7,20.138907239,-9,1,SAM1,SAM7
SAM25xSAM29,20.140216291,-9,1,SAM25,SAM29
SAM1xSAM56,20.140452266,-9,1,SAM1,SAM56
SAM15xSAM26,20.140689671,-9,1,SAM15,SAM26
SAM12xSAM39,20.14101477,-9,1,SAM12,SAM39
SAM2xSAM54,20.141701087,-9,1,SAM2,SAM54
SAM25xSAM26,20.142946511,-9,1,SAM25,SAM26
SAM11xSAM15,20.145168409,-9,1,SAM11,SAM15
SAM9xSAM15,20.146184921,-9,1,SAM9,SAM15
SAM5xSAM14,20.147248834,-9,1,SAM5,SAM14
SAM11xSAM25,20.147424936,-9,1,SAM11,SAM25
SAM10xSAM43,20.147833526,-9,1,SAM10,SAM43
SAM9xSAM25,20.148441002,-9,1,SAM9,SAM25
SAM17xSAM43,20.149178579,-9,1,SAM17,SAM43
SAM5xSAM53,20.149954825,-9,1,SAM5,SAM53
SAM5xSAM36,20.150043368,-9,1,SAM5,SAM36
SAM1xSAM54,20.150227815,-9,1,SAM1,SAM54
SAM2xSAM46,20.150700778,-9,1,SAM2,SAM46
SAM5xSAM45,20.151522666,-9,1,SAM5,SAM45
SAM5xSAM30,20.151572779,-9,1,SAM5,SAM30
SAM29xSAM43,20.152865082,-9,1,SAM29,SAM43
SAM15xSAM25,20.154788762,-9,1,SAM15,SAM25
SAM26xSAM43,20.15559636,-9,1,SAM26,SAM43
SAM6xSAM52,20.155739263,-9,1,SAM6,SAM52
SAM1xSAM46,20.15922609,-9,1,SAM1,SAM46
SAM5xSAM35,20.159505933,-9,1,SAM5,SAM35
SAM11xSAM43,20.160073981,-9,1,SAM11,SAM43
SAM3xSAM41,20.160936564,-9,1,SAM3,SAM41
SAM2xSAM21,20.161058068,-9,1,SAM2,SAM21
SAM9xSAM43,20.161088124,-9,1,SAM9,SAM43
SAM12xSAM52,20.161610082,-9,1,SAM12,SAM52
SAM2xSAM28,20.164500683,-9,1,SAM2,SAM28
SAM6xSAM24,20.165568739,-9,1,SAM6,SAM24
SAM3xSAM39,20.167306036,-9,1,SAM3,SAM39
SAM15xSAM43,20.167437166,-9,1,SAM15,SAM43
SAM6xSAM19,20.168663889,-9,1,SAM6,SAM19
SAM1xSAM21,20.169582218,-9,1,SAM1,SAM21
SAM25xSAM43,20.169694111,-9,1,SAM25,SAM43
SAM12xSAM24,20.171442106,-9,1,SAM12,SAM24
SAM6xSAM37,20.171668455,-9,1,SAM6,SAM37
SAM1xSAM28,20.173026532,-9,1,SAM1,SAM28
SAM12xSAM19,20.174538091,-9,1,SAM12,SAM19
SAM6xSAM8,20.176815033,-9,1,SAM6,SAM8
SAM12xSAM37,20.177541077,-9,1,SAM12,SAM37
SAM5xSAM41,20.181978032,-9,1,SAM5,SAM41
SAM8xSAM12,20.182687864,-9,1,SAM8,SAM12
SAM6xSAM10,20.187303513,-9,1,SAM6,SAM10
SAM3xSAM52,20.187903449,-9,1,SAM3,SAM52
